2269C357-4540-4C84-AC8C-86E855B942D6,Duck Egg
CB55B4CC-38B2-4D8E-9026-897EF3991D28,Kidney Beans
1515DD51-FC31-4CD2-86BB-8C1FB1E13011,Eggs
C0D1FF25-ED24-432D-B120-8C974A2555A2,Bread
9A147115-5C35-47C6-B94F-8D67B669B572,Mozzarella Cheese
ADB72A74-6E03-428B-8BD2-90C36D7B7214,Cheddar Cheese
ACC3EA8E-06D3-4E04-8E84-953C2D9D04F0,Spaghetti
2FBB8E51-3C2F-450E-8DA4-964CC67DEFD5,Garlic
44AD3C86-2870-4187-9601-97C9EBC9FA4C,Cashews
5A267B0B-192B-458A-A5C9-9C323C2C844C,Cauliflower
C2290EF3-76CE-49F7-BD41-9D6261CAD7A0,Tangerine
4C239BF4-CA45-44DF-90C5-9DBBF8ED6505,Soap
650B6B3C-65B1-4FC1-B99D-9FBEFD48BD08,Strawberry
A154037C-0E7C-4C2E-BCDE-A23A5E590C9A,Dragon Fruit
6EC1D88F-77A4-4709-AD47-A51F736DB6ED,Parmesan Cheese
1B9D096A-EA31-428D-8F6B-A563BEE5D049,Jalapeno
A34BFF35-5C33-415B-97A4-A5B0CD4EE0BA,Poblano Pepper
3B9477CC-CE8A-40F2-9A73-A659B1A33D67,Carrot
D5E84961-003F-43BF-9270-A672E13C3102,Flour
402DD827-4ADA-4F83-8AF1-A860022D1C28,Vodka
1FF54726-792F-4828-B69A-A8C670912C81,Water
175EAD9E-0B6E-431D-A7EC-AAB54F7BE896,White Chocolate
7264A091-966C-4D5B-9218-AACAE266D2B4,Pumpkin Pie
2D0B9F1D-AEF1-4646-9480-AD392591AF9E,Pasta
8BC1B248-426A-41DE-8270-AE4042071A92,Oregano
5955BB2D-1B72-4AF7-9AD0-B04CDF879922,Beet
FE5725F3-614D-4CC7-8256-B56C0ECA8D36,Beef Jerky
910E0C4C-BE28-4026-8310-B5EF13DFE95E,Grapes
0BBA72A7-6FCD-4E2B-8C9E-B60425B23FC7,Pinto Beans
18E4787D-C2D4-407B-AE33-B788DEDF4C26,Mac & Cheese
19B67015-7DB8-45D9-AAD4-B9FED0ED225F,Vanilla
E1E5351C-F1F3-4ABB-A50F-BC2E8A4CD045,Wine
60E785D8-D5E7-4E7F-8CB2-BD2F9A713E7F,Molasses
C548D62D-DAA9-424E-8031-C122F822C74C,Lime
BBBC496E-FF06-4CFD-9D4A-C4B9E31BF986,Black Beans
9E62D16B-716B-4821-9AA8-C55BFF8B23D9,Chips
D160AAB2-7568-4848-B83B-C5B7DB84F106,Celery
AB64CDF5-47DE-4E47-A83D-C5D609C6B4E3,Cinnamon
01A38A1E-F6E8-4FDC-A887-C61C3051BD96,Ice
75F976C1-48CB-4368-8314-C6BF70619407,Cherry
8A40EAA5-D2A6-4679-AEBA-C70277135EF6,Kiwi
3CD5F6E7-8C21-4019-9A7A-CB814499A53C,Walnuts
1200D449-1E32-404E-BE1C-CD53009B587D,Mint
BAD8621E-60F1-456B-9FB2-D01BBB7504B2,Lamb
BF22B7DE-1A64-48C2-8520-D0D14BC75772,Almonds
85FFBB8E-E6EF-4E02-BCA1-D3101D6B896B,Mango
99818B97-DD45-4DA4-869B-D3315844F5A3,Tomato
9F3F32DF-8747-4330-B669-D3A130972075,Toothbrush
4C8B1C7B-1D37-46D1-8136-D3D5F718F367,Lemon
E7C83033-8C60-4D52-BE39-D4CA890C08D3,Brown Rice
D64A4D41-9888-4DC0-B420-D6044E4D5D0F,Almond Milk
A0128549-94CA-4AEA-B9E1-D63C82EF71C8,Salt
BA18C3DD-0EC1-4B51-83A7-D66343A126B2,Avocado Oil
16B3F2C0-9CA6-4F9E-B030-D697BDCA2048,Frozen Pizza
A9922996-2976-48B3-B99E-D764C80021AC,Cookies
05BC2E10-C475-4CC2-992F-D7FBCFF7BEF8,Cherry Tomato
3FE4E2F3-E121-488B-9736-D92CCB16E9CB,Pepperoni
4A3FFEF5-E4A6-4151-A359-DC161D677997,Olives
CA29634F-0F81-4259-821C-DC6F366F2EF3,Ginger
ABB33BBE-E900-44C9-920F-DD23AD75A1E8,Hot Dog
96E0D933-0EA4-44A0-B237-DEF393653A53,Green Beans
35C34B95-FB33-4C3C-AF7F-E08DACC5E021,Ghost Pepper
ABB707B5-654F-4DEF-9461-E809D91EF7DE,Condensed Milk
5BF9FCA1-1D5C-454A-BF59-EB2F72C92521,Pepperjack Cheese
BAC3868B-A88A-4178-9FB8-EBE7105B00FF,Ravioli
8945B0E6-7113-464F-8BD7-F0D0C75A3F09,Mayonnaise
F863F04C-4F17-4EA3-A5C0-F1396C50E397,Spinach
C06C82D7-3217-442F-B72D-F2FA83009B38,Honey Mustard
1E972EEF-1A9A-4838-AF09-F41167A8CDD7,Tomato Soup
40B4174D-616E-4FBF-A16F-F55C9B819707,Iced Coffee
E550C7C6-82EB-4CDB-823C-F8BA2D108134,Okra
816EE1A4-D331-4116-87F5-FA38960FF848,Rice
55A9197A-5B7B-4ED3-B5CE-FAA6DFD2B0B0,Tortilla
ED9484ED-DAB2-404D-9885-FAB6C255A4A7,Onion
655D4B1D-586A-4026-9A76-FB6749E95E48,Lettuce
